39	There has been some controversy   at least for simple stemmers   Lovins     Porter      about the effectiveness of morphological analysis for document retrieval   Harman     Krovetz     Hull    	0
40	in historybased models   Black et al      the probability estimate for each derivation decision di is conditioned on the previous derivation decisions d     d      which is called the derivation history at step i	5
41	The reader is referred to Meurers and Minnen     for a more detailed discussion of our use of constraint propagation   We illustrate the result of constraint propagation with our example grammar	0
42	Such tools make it easy to run most current approaches to statistical markup   chunking   normalization   segmentation   alignment   and noisychannel decoding    including classic models for speech recognition   Pereira and Riley     and machine translation   Knight and AlOnaizan    	0
43	Such technologies require significant human input   and are difficult to create and maintain   Delic and Lahaix   	0
44	We can define PCAT using a probabilistic grammar   Garrette et al    	0
45	It is these orthographic variations and complex morphological structure that make Arabic language processing challenging   Xu et al     Xu et al    	0
46	The first is the one used in the chunking competition in CoNLL   Tjong Kim Sang and Buchholz    	5
47	There have been many studies on parsing techniques   Poller and Becker     Flickinger et al      ones on disambiguation models   Chiang     Kanayama et al      and ones on programminggrammardevelopment environ	0
48	For example   Gay et al     experimented with abstracts and full article texts in the task of automatically generating index term recommendations and discovered that using full article texts yields at most a    improvement in Fscore	0
49	The ten most specific nouns have been produced by comparing our corpus of computing to the French corpus Le Monde   composed of newspaper articles   Lemay et al    	5
50	Secondly   we need to investigate techniques for identifying identical documents   virtually identical documents and highly repetitive documents   such as those pioneered by Fletcher   b   and shingling techniques described by Chakrabarti    	3
51	Following the work of Stymne and Cancedda      we implement a linearchain CRF merging system using the following features : stemmed   separated   surface form   partofspeech and frequencies from the training corpus for bigramsmerging of word and word    word as true prefix   word   as true suffix   plus frequency comparisons of these	5
52	Manning     attempts to improve on the approach of Brent     by passing raw text through a stochastic tagger and a finitestate parser   which includes a set of simple rules for subcategorization frame recognition   in order to extract verbs and the constituents with which they cooccur	0
53	From an IR view   a lot of specialized research has already been carried out for medical applications   with emphasis on the lexicosemantic aspects of dederivation and decomposition   Pacak et al     Norton and Pacak     Wolff     Wingert     Dujols et al     Baud et al    	0
54	Rather than producing a complete analysis of sentences   the alternative is to perform only partial analysis of the syntactic structures in a text   Harris     Abney     Greffenstette    	0
55	Thus   over the past few years   along with advances in the use of learning and statistical methods for acquisition of full parsers   Collins     Charniak   a   Charniak   b   Ratnaparkhi      significant progress has been made on the use of statistical learning methods to recognize shallow parsing patterns syntactic phrases or words that participate in a syntactic relationship   Church     Ramshaw and Marcus     Argamon et al     Cardie and Pierce     Munoz et al     Punyakanok and Roth     Buchholz et al     Tjong Kim Sang and Buchholz    	0
56	Problems such as these have motivated research on more abstract   dependencybased parser evaluation   eg   Lin    Carroll   Briscoe   and Sanfilippo    Carroll et al    Clark and Hockenmaier    King et al    Preiss    Kaplan et al    Miyao and Tsujii   	4
57	They are widely used in MT as a way to figure out how to translate input in one language into output in another language   Koehn et al    	0
58	Further details about the properties of entropy can be found in textbooks on information theory   eg   Cover and Thomas   	0
59	Dale and Reiter      for example   discussed the transcripts of a dialogue between people who assemble a piece of garden furniture   originally recorded by Candy Sidner  	0
60	Here   PV   A   represents an ascent direction chosen as follows : For inequality constraints   it is the projected gradient   Bertsekas     for equality constraints with slack   we use conjugate gradient   Nocedal and Wright     noting that when A     the objective is not differentiable	5
61	Some methods are based on likelihood   Och and Ney     Blunsom et al      error rate   Och     Zhao and Chen     Pauls et al     Galley and Quirk      margin   Watanabe et al     Chiang et al     and ranking   Hopkins and May      and among which minimum error rate training   MERT    Och     is the most popular one	4
62	This idea was inspired by Delisle et al      who used a list of arguments surrounding the main verb together with the verb s subcategorization information and previously processed examples to analyse semantic roles   case relations  	4
63	   domain circumscription    cfXXX Etherington and Mercer     and their kin	1
64	While these approaches have been reasonably successful   see Mitkov       Kehler et al     speculate that deeper linguistic knowledge needs to be made available to resolvers in order to reach the next level of performance	0
65	A parsing experiment shows that an efficient HPSG parser with the obtained grammar achieved a significant speedup against an existing LTAG parser   Yoshinaga et al    	1
66	Features were discovered from the actual sentence plan trees that the SPG generated through the feature derivation process described below   in a manner similar to that used by Collins    	1
67	Such questions are typically answered by designing appropriate priming experiments   MarslenWilson et al     or other lexical decision tasks	0
68	The system is in the form of an agendadriven chartbased parser whose foundation is similar to previous formalizations of Chomsky s Minimalist Program   Stabler     Harkema     Niyogi    	1
69	Michiels     and Akkerman et al     provide a more detailed analysis of the information encoded by the LDOCE grammar codes and discuss their efficacy as a system of linguistic description	0
70	The research described below is taking place in the context of three collaborative projects   Boguraev     Russell et al     Phillips and Thompson     to develop a generalpurpose   wide coverage morphological and syntactic analyser for English	0
71	The EDR has close ties to the named entity recognition   NER   and coreference resolution tasks   which have been the focus of several recent investigations   Bikel et al     Miller et al     Borthwick     Mikheev et al     Soon et al     Ng and Cardie     Florian et al      and have been at the center of evaluations such as : MUC   MUC   and the CoNLL   and CoNLL   shared tasks	0
72	Viewed in this way   gradable adjectives are an extreme example of the   efficiency of language    Barwise and Perry    : Far from meaning something concrete like   larger than   cm    a concept that would have very limited applicability   or even something more general like   larger than the average N    a word like large is applicable across a wide range of different situations	1
73	However   since work in this direction has started   a significant progress has also been made in the research on statistical learning of full parsers   both in terms of accuracy and processing time   Charniak   b   Charniak   a   Collins     Ratnaparkhi    	0
74	It is defined on different kinds of textual units   eg documents   parts of a document   eg words and their surrounding context    words or concepts   Lebart and Rajman      Linguistic distance between words is inverse to their semantic similarity or relatedness	0
75	However   the greatest increase is in the amount of raw text available to be processed   eg the English Gigaword Corpus   Linguistic Data Consortium    	0
76	For example   such schema can serve as a mean to represent translation examples   or find structural correspondences for the purpose of transfer grammar learning   Menezes   Richardson       Aramaki et al       Watanabe et al       Meyers et al       Matsumoto et al       kaji et al      and examplebase machine translation EBMT   Sato   Nagao       Sato       Richardson et al       AlAdhaileh   Tang    	0
77	Och and Ney     introduced the loglinear model for statistical machine translation   SMT    in which translation is considered as the following optimization problem :	0
78	Representative systems are described in Boisen et al      De Mattia and Giachin      Niedermair      Niemann      and Young    	0
79	For compound splitting   we follow Fritzinger and Fraser      using linguistic knowledge encoded in a rulebased morphological analyser and then selecting the best analysis based on the geometric mean of word part frequencies	5
80	Koehn and Hoang     showed that the use of a POS factor only results in negligible BLEU improvements   but we need access to the POS in our inflection prediction models	0
81	Over the last decade there has been a lot of interest in developing tutorial dialogue systems that understand student explanations   Jordan et al     Graesser et al     Aleven et al     Buckley and Wolska     Nielsen et al     VanLehn et al      because high percentages of selfexplanation and student contentful talk are known to be correlated with better learning in humanhuman tutoring   Chi et al     Litman et al     Purandare and Litman     Steinhauser et al    	0
82	We first identified the most informative unigrams and bigrams using the information gain measure   Yang and Pedersen     and then selected only the positive outcome predictors using odds ratio   Mladenic and Grobelnik   	5
83	Recently   several alternative   often quite sophisticated approaches to collective classification have been proposed   Neville and Jensen     Lafferty et al     Getoor et al     Taskar et al     Taskar et al     Taskar et al     McCallum and Wellner    	0
84	It compares favorably to other stemming or root extraction algorithms   Yates and Neto     AlShalabi and Evens     and Houmame      with a performance of over    for extracting the correct root in web documents   and it addresses the challenge of the Arabic broken plural and hollow verbs	4
85	We perceive that these results can be extended to other language models that properly embed bilexical contextfree grammars   as for instance the more general historybased models used in   Ratnaparkhi     and   Chelba and Jelinek    	3
86	Clearly   what it takes for the adjective to be applicable has not been cast in stone   but is open to fiat : the speaker may decide that   cm is enough   or the speaker may set the standards higher   cfXXX   Kennedy   	0
87	Many investigators   eg Allen    Elowitz et al    Luce et al    Cahn    have suggested that the poor prosody of synthetic speech   in comparison with natural speech   is the primary factor leading to difficulties in the comprehension of fluent synthetic speech	4
88	The PERSIVAL project   the most comprehensive study of such techniques applied on medical texts to date   leverages patient records to generate personalized summaries in response to physicians   queries   McKeown   Elhadad   and Hatzivassiloglou    Elhadad et al   	1
89	See Lopez and Resnik     for further discussion	0
90	We gather similar words using Lin   a    mining similar verbs from a comparablesized parsed corpus   and collecting similar nouns from a broader   GB corpus of English text   We also use Keller and Lapata     s approach to obtaining webcounts	5
91	Thus   for example   it can acquire a   script   such as the one for going to a restaurant as defined in Schank and Abelson    	0
92	ones   DIRT   Lin and Pantel      VerbOcean   Chklovski and Pantel      FrameNet   Baker et al      and Wikipedia   Mehdad et al     Kouylekov et al    	0
93	There is some literature on procedure acquisition such as the LISP synthesis work described in Biermann et al     and the PROLOG synthesis method of Shapiro    	1
94	The system uses a domainspecific content planner to produce input to the surface realizer based on the strategy decision   and a FUFSURGE   Elhadad and Robin     generation system to produce the appropriate text	5
95	However   each of these fields requires further decoding and restructuring to provide client programs with easy access to the information they require   see Calzolari     for further discussion  	0
96	Our results also confirm the insights gained by Blitzer et al      who observed that in crossdomain polarity analysis adding more training data is not always beneficial	1
97	We consider the Creative Commons model as the most suitable one to let each author choose the rights to reserve   Lessig    	5
98	It compares favorably to other stemming or root extraction algorithms   Yates and Neto     AlShalabi and Evens     and Houmame      with a performance of over    for extracting the correct root in web documents   and it addresses the challenge of the Arabic broken plural and hollow verbs	4
99	In a similar vein   Steyvers     showed that a different featuretopic model improved predictions on a fillintheblank task	0
100	As   Daelemans et al     show   lexical information improves on NP and VP chunking as well	3
101	But while Bod s estimator obtains stateoftheart results on the WSJ   comparable to Charniak     and Collins      Bonnema et al s estimator performs worse and is comparable to Collins    	0
102	In multiparty discussion people usually mention each other s name for the purpose of disentanglement   Elsner and Charniak    	0
103	Fortunately   indirect associations are usually not difficult to identify   because they tend to be weaker than the direct associations on which they are based   Melamed   c  	0
104	The work of Sarkar     and Steedman   Osborne   et al     suggests that cotraining can be helpful for statistical parsing	0
105	TNT refers to the HPSG parser   Torisawa et al      C implementation of the twophase parsing algorithm that performs filtering with a compiled CFG   phase    and then executes feature unification   phase   	1
106	   The body of a plan can be an action or sequence of actions   a goal or sequence   Moore and Paris also note that   a generation system must maintain the kinds of information outlined by Grosz and Sidner    Moore and Paris     	0
107	Surveys and articles on the topic include Lamarche and Retord      de Groote and Retord      and Morrill    	0
108	Another line of research that is correlated with ours is recognition of agreementdisagreement   Misra and Walker     Yin et al     Abbott et al     Andreas et al     Galley et al     Hillard et al     and classification of stances   Walker et al     Somasundaran and Wiebe     in online forums	1
109	The standard way to handle this problem is to handcraft a finite set of features which provides a sufficient summary of the unbounded history   Ratnaparkhi     Collins     Charniak    	1
110	Since the arguments can provide useful semantic information   the SRL is crucial to many natural language processing tasks   such as Question and Answering   Narayanan and Harabagiu     Information Extraction   Surdeanu et al     and Machine Translation   Boas   	0
111	Most approaches rely on VerbNet   Kipper et al     and FrameNet   Baker et al     to provide associations between verbs and semantic roles   that are then mapped onto the current instance   as shown by the systems competing in semantic role labelling competitions   Carreras and Marquez     Carreras and Marquez     and also   Gildea and Jurafsky     Pradhan et al     Shi and Mihalcea    	0
112	In previous work   Bachenko et al     we described an experimental texttospeech system that determined prosodic phrasing for the Olive   Liberman synthesizer   Olive and Liberman   	0
113	Note that this ensures that greater importance is attributed to longer chunks   as is usual in most EBMT systems   cfXXX Sato and Nagao    Veale and Way    Carl     As an example   consider the translation into French of the house collapsed	0
114	This approach is taken   for example   in LKB   Copestake    where lexical rules are introduced on a par with phrase structure rules and the parser makes no distinction between lexical and nonlexical rules   Copestake     	1
115	  Briscoe and Copestake     argue that semiproductivity of lexical rules   which can be understood as a generalization of exceptions to lexical rules   can be integrated with our approach by assigning probabilities to the automaton associated with a particular lexical entry	0
116	Results from other systems show that measures of semantic coherence between a student and a system were positively associated with higher learning gain   Ward and Litman    	3
117	These automatic transformations are based on linguistic rules   Bohmova    	5
118	  Only an automatic evaluation was performed   which relied on having model responses   Berger and Mittal    Berger et al   	1
119	In comparison   the tag set of the Buckwalter Morphological Analyzer   Buckwalter    used in the PATB has a core POS set of   tags   CORE   before morphological extension   Crosslinguistically   a core set containing around   tags is often	1
120	  use of low level knowledge from the speech recognition phase    use of high level knowledge about the domain in particular and the dialogue task in general    a   continue   facility and an   autoloop   facility as described by Biermann and Krishnaswamy       a   conditioning   facility as described by Fink et al       implementation of new types of paraphrasing    checking a larger environment in the expectation acquisition algorithm when deciding if an incoming sentence is the same or similar to one already seen   and   examining interspeaker dialogue patterns	3
121	Ratinov and Roth     present detailed studies on the task of named entity recognition   which discusses and compares different methods on multiple aspects including chunk representation   inference method   utility of nonlocal features   and integration of external knowledge	0
122	mers   Lovins     Porter     demonstrably improve retrieval performance	0
123	Cases like this would be covered if the decisiontheoretic property of Pareto optimality   eg   Feldman    was used as the sole criterion : Formally   an object r E C has a Paretooptimal combination of Values V iff there is no other x E C such that	0
124	A formula for the test set perplexity   Lee    is :	0
125	This method follows a traditional Information Retrieval paradigm   Salton and McGill     where a query is represented by the content terms it contains   and the system retrieves from the corpus a set of documents that best match this query	5
126	Table   gives the interpretations of eight adjectivenoun combinations discussed in Pustejovsky     and Vendler    	5
127	The Penn Treebank results reported here for the Markov model approach are at least equivalent to those reported for the Maximum Entropy approach in   Ratnaparkhi    	1
128	Briscoe and Carroll      by comparison   employ   distinct predefined frames	0
129	Brockmann and Lapata     have showed that WordNetbased approaches do not always outperform simple frequencybased models   and a number of techniques have been recently proposed which may offer ideas for refining our current unsupervised approach   Erk     Bergsma et al    	3
130	f on demand   Mohri et al     can pay off here   since only part of f may be needed subsequently  	0
131	An approach   also based on regulation of the succession of rule application   to the associated problem of spurious ambiguity is given in Hepple and Morrill     but again   to our knowledge   there is no predictive relation between incremental combinatory processing and the kind of processing phenomena cited in the introduction	0
132	This equivalence is doing essentially the same job as Pereira s pronoun abstraction schema in Pereira    	1
133	Finally   we experiment with a method for combining phrase tables proposed in   Nakov and Ng     Nakov and Ng    	5
134	Our work is more similar to NLG work that concentrates on structural constraints such as generative poetry   Greene et al      Colton et al      Jiang and Zhou     or song lyrics   Wu et al      Ramakrishnan A et al      where specified meter or rhyme schemes are enforced	1
135	For the cases where retrieval took place   we used Fscore   van Rijsbergen    Salton and McGill    to determine the similarity between the response from the topranked document and the real response   the formulas for Fscore and its contributing factors   recall and precision   appear in Section   	5
136	These translations gave rise to a number of automatically constructed linguistic resources :     the original   source   target   phrasal translation pairs      the marker lexicon      the gen Thanks are due to one of the anonymous reviewers for pointing out that our wEBMT system   seeded with input from multiple translation systems   with a postvalidation process via the Web   amounting to an ngram target language model    in effect forms a multiengine MT system as described by Frederking and Nirenburg      Frederking et al      and Hogan and Frederking    	1
137	This includes work on generalized expectation   Mann and McCallum      posterior regularization   Ganchev et al     and constraint driven learning   Chang et al     Chang et al    	0
138	The list   a synthesis of a number of relation lists cited in the literature   has been designed to be general   domainindependent   Barker et al   a  	4
139	Unlike our approach   those of Xia     and Hockenmaier   Bierner   and Baldridge     include a substantial initial correction and cleanup of the PennII trees	1
140	The algorithm was implemented by the the authors   following the description in Hepple    	5
141	Our motivation for generation of material for language education exists in work such as Sumita et al     and Mostow and Jang      which deal with automatic generation of classic fill in the blank questions	4
142	In most recent research   NEs   person   location and organisations   are extracted from the text and used as a source of evidence to calculate the similarity between documents   see for instance   Blume     Chen and Martin     Popescu and Magnini     Kalashnikov et al    	0
143	Many researchers use the GIZA    software package   Och and Ney    as a black box   selecting IBM Model   as a compromise between alignment quality and efficiency	0
144	Some works abstract perception via the usage of symbolic logic representations   Chen et al     Chen and Mooney     Matuszek et al     Artzi and Zettlemoyer      while others choose to employ concepts elicited from psycholinguistic and cognition studies	0
145	Over the past decade   researchers at IBM have developed a series of increasingly sophisticated statistical models for machine translation   Brown et al     Brown et al     Brown et al   a  	0
146	One area of current interest concerns the lefttoright arrangement of premodifying adjectives within an NP   eg   Shaw and Hatzivassiloglou    Malouf   	0
147	Models of translational equivalence that are ignorant of indirect associations have   a tendency   to be confused by collocates    Dagan et al    	0
148	Note that although our feature set was drawn primarily from our prior uncertainty detection experiments   ForbesRiley and Litman   a   Drummond and Litman      we have also experimented with other features   including stateoftheart acousticprosodic features used in the last Interspeech Challenges   Schuller et al     Schuller et al   b   and made freely available in the openSMILE Toolkit   Florian et al    	2
149	For this mentionpair coreference model    u   v    we use the same set of features used in Bengtson and Roth    	5
150	Compared to the reranking technique in Collins      who obtained an LP of    and an LR of     our results show a    relative error rate reduction	1
151	The paper compares and contrasts the training time needed and performance achieved by our modified learner with two other systems : a standard transformationbased learner   and the ICA system   Hepple    	1
152	There has also been work focused upon determining the political leaning   eg    liberal   vs   conservative    of a document or author   where most previouslyproposed methods make no direct use of relationships between the documents to be classified   the   unlabeled   texts    Laver et al     Efron     Mullen and Malouf    	0
153	It projects a functional head   voice   Kratzer      whose specifier is the external argument	0
154	Finite state transducers   which can be learned from bilingual corpora   have been proposed for automatic translation   Amengual et al      as have been bilingual stochastic grammars   Wu    	0
155	This is noticeable for German   Brants et al     and Portuguese   Afonso et al      which still have high overall accuracy thanks to very high attachment scores   but much more conspicuous for Czech   B   ohmov   a et al      Dutch   van der Beek et al     and Slovene   Dzeroski et al      where root precision drops more drastically to about       and     respectively   and root recall is also affected negatively	1
156	  The degree of precision of the measurement   James et al    Section    determines which objects can be described by the GRE algorithm   since it determines which objects count as having the same size	0
157	There have already been several attempts to develop distributed NLP systems for dialogue systems   Bayer et al     and speech recognition   Hacioglu and Pellom    	0
158	Table lookup using an explicit translation lexicon is sufficient and preferable for many multilingual NLP applications   including   crummy   MT on the World Wide Web   Church   Hovy      certain machineassisted translation tools   eg   Macklovitch     Melamed   b     concordancing for bilingual lexicography   Catizone et al     Gale   Church      computerassisted language learning   corpus linguistics   Melby	0
159	SWIZZLE is a multilingual enhancement of COCKTAIL   Harabagiu and Maiorano      a coreference resolution system that operates on a mixture of heuristics that combine semantic and textual cohesive information  	2
160	  Davis and Ogden     Ballesteros and Croft     Hull and   refenstette    	1
161	de URL : http : wwwsfsnphilunituebingendesfb   bhomehtml   This is   for example   the case for all proposals working with verbal lexical entries that raise the arguments of a verbal complement   Hinrichs and Nakazawa    that also use lexical rules such as the Complement Extraction Lexical Rule   Pollard and Sag    or the Complement Cliticization Lexical Rule   Miller and Sag    to operate on those raised elements	0
162	Fung and McKeown     attempt to translate technical terms using word relation matrices   although the resource from which such relations are derived is a pair of nonparallel corpora	0
163	The system is in the form of an agendadriven chartbased parser whose foundation is similar to previous formalizations of Chomsky s Minimalist Program   Stabler     Harkema     Niyogi    	1
164	Each component will return a confidence measure of the reliability of its prediction   cf   Elworthy    	4
165	In fact   most of the features implemented in existing coreference resolution systems rely solely on mention heads   Bengtson and Roth    	0
166	The problem of handling illformed input has been studied by Carbonell and Hayes      Granger      Jensen et al      Kwasny and Sondheimer      Riesbeck and Schank      Thompson      Weischedel and Black      and Weischedel and Sondheimer    	1
167	In most recent research   NEs   person   location and organisations   are extracted from the text and used as a source of evidence to calculate the similarity between documents   see for instance   Blume     Chen and Martin     Popescu and Magnini     Kalashnikov et al    	0
168	This conception of lexical rules thus can be understood as underlying the computational approach that treats lexical rules as unary phrase structure rules as   for example   adopted in the LKB system   Copestake   	0
169	Typical lettertosound rule sets are those described by Ainsworth      McIlroy      Elovitz et al      Hurmicutt      and Divay and Vitale    	0
170	Venables and Ripley     describe an efficient algorithm   of linear complexity in the number of training sentences   for computing the LDA transform matrix   which entails computing the withinand betweencovariance matrices of the classes   and using Singular Value Decomposition   SVD   to compute the eigenvectors of the new space	5
171	For better comparison with work of others   we adopt the suggestion made by Green and Manning     to evaluate the parsing quality on sentences up to   tokens long	5
172	Some examples include text categorization   Lewis and Catlett     base noun phrase chunking   Ngai and Yarowsky     partofspeech tagging   Engelson Dagan     spelling confusion set disambiguation   Banko and Brill     and word sense disambiguation   Fujii et al   	0
173	Differently   Cohn and Blunsom     designed a sampler to infer an STSG by fixing the tree structure and exploring the space of alignment	4
174	They use a Bag of Visual Words   BoVW   model   Lowe     to create a bimodal vocabulary describing documents	0
175	W Labov     discussed sentences of the form   This is a chair but you can sit on it	0
176	This imbalance foils thresholding strategies   clever as they might be   Gale   Church     Wu   Xia     Chen    	0
177	The problem of handling illformed input has been studied by Carbonell and Hayes      Granger      Jensen et al      Kwasny and Sondheimer      Riesbeck and Schank      Thompson      Weischedel and Black      and Weischedel and Sondheimer    	1
178	Prototypes of Internet search engines for linguists   corpus linguists and lexicographers have been proposed : WebCorp   Kehoe and Renouf      KWiCFinder   Fletcher   a   and the Linguist s Search Engine   Kilgarriff     Resnik and Elkiss    	0
179	In most recent research   NEs   person   location and organisations   are extracted from the text and used as a source of evidence to calculate the similarity between documents   see for instance   Blume     Chen and Martin     Popescu and Magnini     Kalashnikov et al    	0
180	More recently   Silberer et al     show that visual attribute classifiers   which have been immensely successful in object recognition   Farhadi et al      act as excellent substitutes for feature	0
181	In other methods   lexical resources are specifically tailored to meet the requirements of the domain   Rosario and Hearst     or the system   Gomez    	0
182	Such systems extract information from some types of syntactic units   clauses in   Fillmore and Atkins     Gildea and Jurafsky     Hull and Gomez      noun phrases in   Hull and Gomez     Rosario et al     	0
183	The third version   VOYAGER   serves as an interface both with a recognizer and with a functioning database backend   Zue et al   	5
184	We use the nonprojective kbest MST algorithm to generate kbest lists   Hall      where k    for the experiments in this paper	5
185	As for work on Arabic   MSA    results have been reported on the PATB   Kulick   Gabbard   and Marcus    Diab    Green and Manning     the Prague Dependency Treebank   PADT    Buchholz and Marsi    Nivre    and the CATiB   Habash and Roth   	0
186	For example   McKnight and Srinivasan     describe a machine learning approach to automatically label sentences as belonging to introduction   methods   results   or conclusion using structured abstracts as training data   see also Lin et al   	0
187	  Graph transformations for recovering nonprojective structures   Nivre and Nilsson    	5
188	Klein and Manning     s CCM is an unlabeled bracketing model that generates the span of partofspeech tags that make up each constituent and the pair of tags surrounding each constituent span   as well as the spans and contexts of each nonconstituent  	0
189	This process produces a hierarchical clustering of the word types in the corpus   and these clusterings have been found useful in many applications   Ratinov and Roth     Koo et al     Miller et al    	4
190	Opposition   called   adversative   or   contrarytoexpectation   by Halliday and Hasan    cfXXX also Quirk et al    p   	0
