We assess the similarity of two semantic vectors using the cosine similarity Term - weighting approaches in automatic text retrieval , since this measure relies on the orientation but not the magnitude of the topic weights in the vector space , allowing us to compare editorial products associated with a different number of chaptersOntology - Based Recommendation of Editorial Products	0
We use the persistent identifiers for conferences and conference series introduced in the Linked Open Data Conference Portal [ 8 ] and recently migrated to SciGraph Data integration and disintegration : Managing Springer Nature SciGraph with SHACL and OWLOntology - Based Recommendation of Editorial Products	0
We use the persistent identifiers for conferences and conference series introduced in the Linked Open Data Conference Portal International Semantic Web Conference and recently migrated to SciGraph [ 9]Ontology - Based Recommendation of Editorial Products	0
This API supports a number of applications , including Smart Book Recommender , Smart Topic Miner [ 5 ] , the Technology - Topic Framework [ 6 ] , a system that forecasts the propagation of technologies across research communities , and the Pragmatic Ontology Evolution Framework Pragmatic Ontology Evolution : Reconciling User Requirements and Application Performance , an approach to ontology evolution that is able to select new concepts on the basis of their contribution to specific computational tasksOntology - Based Recommendation of Editorial Products	0
( 2016 ) applied cards to create innovative ways to teach mathematics ; The PLEX Cards and its techniques as sources of inspiration when designing for playfulness ( PDF Download Available and Arrasvuori ( 2013 ) to support the design for playfulness ; both Golembewski and Selby ( 2010 ) and Roubira ( 2008 ) used cards as an inspiration tool to define and explore preliminary design ideas ; and Halskov and Dalsg � � __rd ( 2006 ) to explore how to apply technology to concepts from domain studies . In Deng et alCo - designing Cards on Social Issues for Creating Educational Games	0
Everyday sexism as a social issueEveryday sexism rests on the concept that sexism is either faced or reproduced on a daily basis but is rarely noticed ( Barreto et al . , 2009;Attention to Daily Encounters With Sexism as Way to Reduce Sexist Beliefs and Swim , 2011)Co - designing Cards on Social Issues for Creating Educational Games	0
Adhering to Participatory Design principles ( Heritage : Having a say , 2012 ) in order to transcribe diversified experiences and knowledge on the cards could be seen as an efficient approach to design such cards . Using participatory approaches to design cards has been described as having the potential to enable more engaging and effective design experiences and results ( Chow et al . , 2016;Golembewski and Selby , 2010;Halskov and Dalsg � � __rd , 2006)Co - designing Cards on Social Issues for Creating Educational Games	1
Following the process of reflection presented by Learning from experience through reflection ( 1996 ) , in the new version the first word of 4 questions were added as a visual promptCo - designing Cards on Social Issues for Creating Educational Games	1
The lived experiences were extracted from a website called everydaysexism.com where people shared their experiences on everyday sexism ( Semantic Map of Sexism : Topic Modelling of Everyday Sexism Project Entries et al . , 2017)Co - designing Cards on Social Issues for Creating Educational Games	0
A study compared PLEX Cards , which contain a definition and an informative illustration ; and DIXIT Cards , which represent abstract illustrations , and found similar results in terms of numbers of ideas generated ( Un)Structured Sources of Inspiration : Comparing the Effects of Game - like Cards and Design Cards on Creativity in Codesign Process et al . , 2014)Co - designing Cards on Social Issues for Creating Educational Games	0
Identifying everyday sexism and its different forms , empathising with other people 's experiences , and reflecting on them are seen as possible ways to contribute to gender equality ( Becker and Swim , 2011;Reducing the Endorsement of Sexism Using Experiential Learning : The Workshop Activity for Gender Equity Simulation ( WAGES ) et al . , 2013)Co - designing Cards on Social Issues for Creating Educational Games	0
Most of the participatory models to design educational games are founded on educational theories and game design ( see for example : Amory , 2007 ; Mapping learning and game mechanics for serious games analysis et al . , 2015)Co - designing Cards on Social Issues for Creating Educational Games	0
Yet , it represents a challenge as best practices to co - design such games , which require technical , conceptual and educational skills , still have to be defined ( Carvalho et al . , 2015 ; Is Participatory Design Associated with the Effectiveness of Serious Digital Games for Healthy Lifestyle Promotion ? A Meta - Analysis . , 2016)Co - designing Cards on Social Issues for Creating Educational Games	1
Some more recent models , though , have also included domain experts to define the learning content of the educational game ( Using games to raise awareness : How to co - design serious mini - games ? et al . , 2017)Co - designing Cards on Social Issues for Creating Educational Games	1
Yet , it represents a challenge as best practices to co - design such games , which require technical , conceptual and educational skills , still have to be defined ( An activity theorybased model for serious games analysis and conceptual design et al . , 2015;DeSmet et al . , 2016)Co - designing Cards on Social Issues for Creating Educational Games	1
Everyday sexism as a social issueEveryday sexism rests on the concept that sexism is either faced or reproduced on a daily basis but is rarely noticed ( The glass ceiling in the 21st century : Understanding barriers to gender equality et al . , 2009;Becker and Swim , 2011)Co - designing Cards on Social Issues for Creating Educational Games	0
Predicting results of the Research Excellence Framework using departmental h - index used departmental h - index aggregation to predict REF rankingsPeer review and citation data in predicting university rankings , a large - scale analysis	1
Furthermore , the PRFS in Norway and Australia are both used for research evaluation but are not used for funding distribution Performance - based university research funding systemsPeer review and citation data in predicting university rankings , a large - scale analysis	0
Using Google Scholar institutional level data to evaluate the quality of university research recently completed an investigation that collected total citation counts from Google Scholar ( GS ) for the top 50 academics 1 from each UK institute and he found strong correlations with overall REF rankingsPeer review and citation data in predicting university rankings , a large - scale analysis	0
Evaluating research - peer review team assessment and journal based bibliographic measures : New Zealand PBRF research output scores in 2006 finds only weak to moderate correlation with results from the New Zealand PRFS and a range of traditional journal rankingsPeer review and citation data in predicting university rankings , a large - scale analysis	0
Contrary to Anderson , Benchmarking Google Scholar with the New Zealand PBRF research assessment exercise   used citations from Google Scholar ( GS ) and correlated these against the results from the New Zealand PRFS in 2008Peer review and citation data in predicting university rankings , a large - scale analysis	0
The rankings are of critical importance to the institutes as approximately � � _ � � _ _ � � _ � � _ _ � � _ 1.6 billion in QR funding from central government is distributed annually entirely on the basis of the REF results Excellence Framework 2014 : Overview report by Main Panel A and Sub - panels 1 to 6.Peer review and citation data in predicting university rankings , a large - scale analysis	0
An ad hoc study by An alternative to REF2014 ? also found a moderate to strong correlation between departmental research funding based on the results of the UK 's Research Assessment and Evaluation ( RAE ) exercise conducted in 2008 , and departmental h - indexPeer review and citation data in predicting university rankings , a large - scale analysis	0
Additionally , studies by An analysis of the microsoft academic graph and [ 12 ]   We systematically queried the MAG Evaluate API for each submission using a normalised version of the publication 's title ( lower case , diacritics removed)Peer review and citation data in predicting university rankings , a large - scale analysis	0
DiscussionIt has been shown in [ 4 ] , Do they agree ? Bibliometric evaluation versus informed peer review in the Italian research assessment exercise and that many bibliometric indicators show little correlation with peer review judgments at the article levelPeer review and citation data in predicting university rankings , a large - scale analysis	0
Several studies including The Metric Tide [ 4 ] , The Building on success and learning from experience : an independent review of the Research Excellence Framework Report [ 14 ] and the HEFCE pilot study [ 15 ] all state that metrics should be used as an additional component in research evaluation , with peer review remaining as the central pillarPeer review and citation data in predicting university rankings , a large - scale analysis	0
Yet , peer review has been shown by Impartial judgment by the " gatekeepers " of science : fallibility and accountability in the peer review process , [ 17 ] and [ 18 ] amongst others to exhibit many forms of bias including institutional bias , gender / age related bias and bias against interdisciplinary researchPeer review and citation data in predicting university rankings , a large - scale analysis	0
Yet , peer review has been shown by [ 16 ] , Bias in peer review and [ 18 ] amongst others to exhibit many forms of bias including institutional bias , gender / age related bias and bias against interdisciplinary researchPeer review and citation data in predicting university rankings , a large - scale analysis	0
Yet , peer review has been shown by [ 16 ] , [ 17 ] and Peer review : a flawed process at the heart of science and journals amongst others to exhibit many forms of bias including institutional bias , gender / age related bias and bias against interdisciplinary researchPeer review and citation data in predicting university rankings , a large - scale analysis	0
In an examination of one of the most critical forms of bias , that of publication bias , Testing for the presence of positive - outcome bias in peer review : a randomized controlled trial [ 19 ] noted that reviewers were much more likely to recommend papers demonstrating positive results over those that demonstrated null or negative results . Peer review and citation data in predicting university rankings , a large - scale analysis	0
The apparatus of research assessment is driven by the academic publishing industry calculated a very similar figure of 2 papers per day , based on an estimate before the data we now have was availablePeer review and citation data in predicting university rankings , a large - scale analysis	0
Rank hypocrisies : The insult of the REF [ 21 ] is equally disparaging in regards to the volume of papers each reviewer was required to read and also expresses significant doubts about the level of expertise within the review panels themselves . In addition to the potential pitfalls in the current methodologies , there is also the enormous cost to be consideredPeer review and citation data in predicting university rankings , a large - scale analysis	0
Additionally , studies by [ 11 ] and The coverage of Microsoft Academic : Analyzing the publication output of a university   We systematically queried the MAG Evaluate API for each submission using a normalised version of the publication 's title ( lower case , diacritics removed)Peer review and citation data in predicting university rankings , a large - scale analysis	0
The NACP was formally recognized by the United States in 2002 under the mantle of the nation 's overall climate change management strategy ( The North American Carbon Program NACP , 2002)Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
The State of the Carbon Cycle Report established that North America is a net source of CO 2 to the atmosphere , due to fossil - fuel emissions and that there are globally important carbon sinks whose future is highly uncertain ( The First State of the Carbon Cycle Report SOCCR The North American Carbon Budget and Implications for the Global Carbon Cycle National Oceanic and Atmospheric Administration , 2007)Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
Understanding how humans both experience and influence the carbon cycle and climate change is critical to the interests of decision makers ( Bernabo , 1995;Making science useful to decision makers climate forecasts water management and knowledge networks weather and Ingram , 2009 ) , such as those who confer support upon the member agencies of the NACP through funding and other resources . Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
Many studies have used the relationships between authors of a document to study broad domains such as physics ( Scientific collaboration networks I Network construction and fundamental results , 2001a ) and mathematics ( Barabsi et al . , 2002)Social network and content analysis of the North American Carbon Program as a scientific community of practice	1
If all the nodes in the neighborhood of a scientist - node are connected to other scientist - nodes of that neighborhood , then the clustering coefficient of that neighborhood will be 1 ; if none of the other nodes in the neighborhood are connected to each other then the clustering coefficient will be zero ( Basic notions for the analysis of large two mode networks et al . , 2008)Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
For example , modularity is the fraction of the connections within given groups minus the expected such fraction if connections were distributed at random ( Modularity and community structure in networks , 2006)Social network and content analysis of the North American Carbon Program as a scientific community of practice	1
More recently , studies have also employed narrower sampling approaches , such as only including data from a specific journal ( Martin et al . , 2013 ) or based on attendance records of participation for the active members of a community of business ( Social networks of researchers in B2B marketing a case study of the IMP Group 1984 1999 et al . , 2008)Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
But given enough connections , isolated groups may converge into a single mass , which encompasses the majority of nodes , and in which everyone is potentially connected to everyone else by some path ( The structure of scientific collaboration networks , 2001b)Social network and content analysis of the North American Carbon Program as a scientific community of practice	1
Although scientific research does not have a simple cause - and - effect relationship with improved societal outcomes , some research has led to reduced exposure to extreme events , improved forest management , and effective policies to ensure agricultural sustainability ( Enhancing climate resilience at NASA centers the Climate Adaptation Science Investigator workgroup CASI for science and stewardship et al . , 2014)Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
It is not clear from our analysis that such work is being done yet in the NACP The use of seasonal climate forecasting in policymaking lessons from Ceara northern Brazil , 2011Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
These investigations may also include the specific role humans play in the carbon cycle , such as the impact of human - generated emissions or the consequences of climate change to agriculture and food systems ( Berthelot et al . , 2002;Bradbear and Friel , 2013;Dempewolf et al . , 2014;Simultaneously mitigating near term climate change and improving human health and food security et al . , 2012)Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
Understanding how climate change may evolve over the coming decades requires significant investment in research about carbon and how it cycles , through both living and nonliving states ( Cycles of Life Civilization and the Biosphere , 1996)Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
For example , one study explored the introduction of scientists who were previously unacquainted and from different research backgrounds using brief meetings during a conference ( A network approach to mixing delegates at meetings et al . , 2014)Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
Network analysis is a research approach that prioritizes relationships between social units as opposed to focusing on attributes of the individual units themselves ( Social Network Analysis Methods and Applications and Faust , 1994)Social network and content analysis of the North American Carbon Program as a scientific community of practice	1
RankJournals Articles % of total institutionally co - authored if it has more than one author address , suggesting that the authors come from various institutions , departments , or other kinds of units " ( Studying research collaboration using co authorships and Persson , 1996)Social network and content analysis of the North American Carbon Program as a scientific community of practice	1
For example , previous studies have found that cross - institutional collaboration supports the diffusion of innovations and new ideas within a field ( Star scientists and institutional transformation patterns of invention and innovation in the formation of the biotechnology industry and Darby , 1996)Social network and content analysis of the North American Carbon Program as a scientific community of practice	1
These investigations may also include the specific role humans play in the carbon cycle , such as the impact of human - generated emissions or the consequences of climate change to agriculture and food systems ( Berthelot et al . , 2002;Bradbear and Friel , 2013;Adapting agriculture to climate change a global initiative to collect conserve and use crop wild relatives et al . , 2014;Shindell et al . , 2012)Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
These investigations may also include the specific role humans play in the carbon cycle , such as the impact of human - generated emissions or the consequences of climate change to agriculture and food systems ( Global response of the terrestrial biosphere to CO2 and climate change using a coupled climate carbon cycle model et al . , 2002;Bradbear and Friel , 2013;Dempewolf et al . , 2014;Shindell et al . , 2012)Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
Understanding how humans both experience and influence the carbon cycle and climate change is critical to the interests of decision makers ( Communication among scientists decision makers and society developing policy relevant global climate change research , 1995;Feldman and Ingram , 2009 ) , such as those who confer support upon the member agencies of the NACP through funding and other resources . Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
Scientists frequently study these biogeochemical cycles in the context of subsystems such as the terrestrial biosphere ( land - based living systems ) , oceanic systems ( both organic and inorganic forms of carbon ) , and the atmosphere ( The global carbon cycle a test of our knowledge of earth as a system et al . , 2000)Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
Content analysis may be approached either inductively , in a purely exploratory context , or deductively when seeking to test known ideas or compare changes in content over time ( The qualitative content analysis process and Kyngs , 2008)Social network and content analysis of the North American Carbon Program as a scientific community of practice	1
It is not clear from our analysis that such work is being done yet in the NACP ( Creating usable science opportunities and constraints for climate knowledge use and their implications for science policy Glob Environ and Lemos , 2011;Lemos et al . , 2002)Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
We have noted that the knowledge domain of the NACP is codified within the US Carbon Cycle Science Plan ( Michalak et al . , 2011 ) , the Science Implementation Strategy for the North American Carbon Program of 2005(Implementation Strategy for the North American Carbon Program Report of the NACP Implementation Strategy Group of the U S Carbon Cycle Interagency Working Group , 2005 , and similar supporting documentsSocial network and content analysis of the North American Carbon Program as a scientific community of practice	1
Many studies have used the relationships between authors of a document to study broad domains such as physics ( Newman , 2001a ) and mathematics ( Evolution of the social network of scientific collaborations et al . , 2002)Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
Content analysis of publications and projectsScientometric mapping and analysis using bibliographic data is a well - established methodology , for which a variety of approaches , techniques , and automated tools have been developed ( Science mapping software tools review analysis and cooperative study among tools et al . , 2011)Social network and content analysis of the North American Carbon Program as a scientific community of practice	1
Existing research has demonstrated that analysis of abstracts and titles in bibliographic data can yield insight into the knowledge domains represented within the dataset ( CiteSpace II detecting and visualizing emerging trends and transient patterns in scientific literature , 2006)Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
Previous research has shown that just because research is policy relevant , does not mean that policy makers will use it ( Scale and cross scale dynamics governance and information in a multilevel world et al . , 2006)Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
These investigations may also include the specific role humans play in the carbon cycle , such as the impact of human - generated emissions or the consequences of climate change to agriculture and food systems ( Berthelot et al . , 2002;Integrating climate change food prices and population health and Friel , 2013;Dempewolf et al . , 2014;Shindell et al . , 2012)Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
In 2007 , The US North American Carbon Program ( NACP ) sponsored its first " all - scientist " meeting to review progress in understanding the dynamics of the carbon cycle of North America and adjacent oceans , and to chart a course for improved integration across scientific disciplines , scales , and Earth system boundaries ( Investigators share improved understanding of the North American Carbon Cycle et al . , 2007)Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
Survival rates of patients with pancreatic cancer have improved only marginally during the last 30 years with a 5 - year survival rate of only 6 % Cancer statisticsNeoadjuvant chemoradiation therapy with gemcitabine / cisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
The patients in this trial were treated with 3D - conformal plans which have recently been shown to be equally effective and not significantly more toxic as IMRT plans in the neoadjuvant setting Intensity modulated radiotherapy as neoadjuvant chemoradiation for the treatment of patients with locally advanced pancreatic cancer Outcome analysis and comparison with a 3D treated patient cohortNeoadjuvant chemoradiation therapy with gemcitabine / cisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
Perioperative complications were graded by Classification of surgical complications a new proposal with evaluation in a cohort of 6336 patients and results of a survey 's classification Neoadjuvant chemoradiation therapy with gemcitabine / cisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	1
Acute toxicity and adverse effects were reported using the NCI common toxicity criteria v2.0 and RTOG / EORTC recommendations for classifying late toxic effects of radiotherapy [ Toxicity criteria of the Radiation Therapy Oncology Group RTOG and the European Organization for Research and Treatment of Cancer EORTC , 25]Neoadjuvant chemoradiation therapy with gemcitabine / cisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
Assessment and follow - up Resection specimens were graded and classified according to the sixth UICC TNM system TNM classification of malignant tumours 6th ednNeoadjuvant chemoradiation therapy with gemcitabine / cisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	1
Three - dimensional treatment planning was mandatory for radiotherapy at 1.8 Gy to 55.8 Gy ( tumor ) or 50.4 Gy [ regional lymph nodes , planning target volume ( PTV   800 ml ) ] Comparison of four target volume definitions for pancreatic cancer Guidelines for treatment of the lymphatics and the primary tumorNeoadjuvant chemoradiation therapy with gemcitabine / cisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	1
Additionally , consequent supportive therapy may explain the improved tolerability of treatment in this trial compared to others avoiding loss of weight which was described to be a negative prognostic factor after neoadjuvant chemoradiotherapy Outcome after neoadjuvant chemoradiation and correlation with nutritional status in patients with locally advanced pancreatic cancerNeoadjuvant chemoradiation therapy with gemcitabine / cisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
Hematologic toxicity of gemcitabine - based CRT is directly related to radiotherapy volume and , therefore , volumes were strictly limited Combining gemcitabine with radiation in pancreatic cancer understanding important variables influencing the therapeutic index [ 32][33]Neoadjuvant chemoradiation therapy with gemcitabine / cisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
Therefore , higher R0 resection rates after neoadjuvant treatment are expected to have an impact on survival [ 17,Tumor infiltration in the medial resection margin predicts survival after pancreaticoduodenectomy for pancreatic ductal adenocarcinoma[28][29][30].Neoadjuvant chemoradiation therapy with gemcitabine / cisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
Therefore , higher R0 resection rates after neoadjuvant treatment are expected to have an impact on survival [ Impact of margin status on survival following pancreatoduodenectomy for cancer the Leeds Pathology Protocol LEEPP , 18,[28][29][30].Neoadjuvant chemoradiation therapy with gemcitabine / cisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
This progress was due to standardizing surgical therapy [ 3 ] worldwide and by the implementation of multimodal therapy Rectal cancer ESMO Clinical Practice guidelines for diagnosis treatment and follow up[5][6]Neoadjuvant chemoradiation therapy with gemcitabine / cisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
This progress was due to standardizing surgical therapy Rectal cancer the Basingstoke experience of total mesorectal excision worldwide and by the implementation of multimodal therapy [ 4][5][6]Neoadjuvant chemoradiation therapy with gemcitabine / cisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
The closest possible comparison of this trial is with adjuvant treatment , especially with the CONKO-001 trial conducted in the same population and with an observation arm [ Adjuvant chemotherapy with gemcitabine and long term outcomes among patients with resected pancreatic cancer the CONKO 001 randomized trial,27]Neoadjuvant chemoradiation therapy with gemcitabine / cisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	1
Mittag - Leffler ( Bianco et al . , 2007a ) scaling , with stretched exponential relaxation   exp ( t/ )   at microscopic scales ( t & lt ; ) , and asymptotical convergence to an inverse power law   [ ( t/ )   ] for t , 0 & lt ;   & lt ; 1 ( Novikov et al . , 1997;Linkenkaer - Hansen et al . , 2001;Gong et al . , 2002;Freeman et al . , 2003;Stam and de Bruin , 2004;Feedback modulates the temporal scale free dynamics of brain electrical activity in a hypothesis testing task et al . , 2007;van de Ville et al . , 2010;Freyer et al . , 2012)Time scales in cognitive neuroscience	1
Mittag - Leffler ( Brain music and non Poisson renewal processes et al . , 2007a ) scaling , with stretched exponential relaxation   exp ( t/ )   at microscopic scales ( t & lt ; ) , and asymptotical convergence to an inverse power law   [ ( t/ )   ] for t , 0 & lt ;   & lt ; 1 ( Novikov et al . , 1997;Linkenkaer - Hansen et al . , 2001;Gong et al . , 2002;Freeman et al . , 2003;Stam and de Bruin , 2004;Buiatti et al . , 2007;van de Ville et al . , 2010;Freyer et al . , 2012)Time scales in cognitive neuroscience	1
The break - down of scale invariance ( Ciuciu et al . , 2011Modulation of scale free properties of brain activity in MEG et al . , 2012 ) is tantamount to velocity changes . One possible way to represent this is to assume that brain dynamics makes steps between given locations of its phase space , in which it dwells for a certain time , and that times between two consecutive steps are characterized by a given waiting - time distribution ( WTD)Time scales in cognitive neuroscience	1
Spatial extension introduces not only dynamical heterogeneity , i.e. , a spatial distribution of time scales , but also time scales emerging from cooperative or competitive phenomena , which typically display regimes and unfold at scales different from those of spatially local components ( A fluctuating environment as a source of periodic modulation et al . , 2007b;Allegrini et al . , 2011)Time scales in cognitive neuroscience	1
Suitably modified versions of the FDT also hold for out - of - equilibrium systems ( Cugliandolo et al . , 1997;Violation of the fluctuationdissipation theorem in glassy systems basic notions and the numerical evidence and Ritort , 2003;Pottier and Mauger , 2004;Allegrini et al . , 2007;Aquino et al . , 2007).On the other hand , the FDT allows conceptualizing cognitive processes as fields acting upon brain activity ( Papo , 2013 ) , whose response and associated time scales can be studied using response theory ( Kubo , 1966)Time scales in cognitive neuroscience	1
The break - down of scale invariance ( Log wavelet leaders cumulant based multifractal analysis of EVI fMRI time series evidence of scaling in ongoing and evoked brain activity et al . , 2011Zilber et al . , 2012 ) is tantamount to velocity changes . One possible way to represent this is to assume that brain dynamics makes steps between given locations of its phase space , in which it dwells for a certain time , and that times between two consecutive steps are characterized by a given waiting - time distribution ( WTD)Time scales in cognitive neuroscience	1
This is a consequence of the fluctuation - dissipation theorem ( FDT ) , which establishes a general relationship between the ( equilibrium ) internal autocorrelation C(t ) of fluctuations of some observable of the system in the absence of the disturbance and the ( non - equilibrium ) response R(t ) of a system to small external perturbations ( The fluctuationdissipation theorem , 1966)Time scales in cognitive neuroscience	1
Mittag - Leffler ( Bianco et al . , 2007a ) scaling , with stretched exponential relaxation   exp ( t/ )   at microscopic scales ( t & lt ; ) , and asymptotical convergence to an inverse power law   [ ( t/ )   ] for t , 0 & lt ;   & lt ; 1 ( Novikov et al . , 1997;Linkenkaer - Hansen et al . , 2001;Gong et al . , 2002;Freeman et al . , 2003;Stam and de Bruin , 2004;Buiatti et al . , 2007;van de Ville et al . , 2010;A canonical model of multistability and scaleinvariance in biological systems et al . , 2012)Time scales in cognitive neuroscience	1
Research DesignThe research design was based on Patton 's [ 25 ] description of qualitative process evaluation and guidelines for the evaluation of complex interventions Developing and Evaluating Complex Interventions The New Medical Research Council GuidancePatients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	1
The theory asserts that individuals with chronic illness have bodily knowledge that constitutes an important resource for coping and health , and that patient 's bodily knowledge is developed through a dynamic , nonlinear process of learning and health - related change in interaction with the environment Utilizing Bodily Knowledge in Patients with Chronic Illness in the Promotion of Their Health A Grounded Theory StudyPatients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
Two of the few examples of interventions that are practiced more broadly are the Chronic Disease Self - Management Education ( CDSME ) developed by Lorig and colleagues in the USA [ 10 ] and the Vitality Training Program ( VTP ) developed by The Body Has a History An Educational Intervention Program for People with Generalized Chronic Musculoskeletal Pain   in NorwayPatients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	1
Theoretical inspiration for the intervention was also drawn from Antonovsky 's [ 23 ] theory on health as a dynamic continuum and The Phenomenology of Perception 's [ 24 ] phenomenological theory of the body as a foundation for knowledge and existence . The new intervention was named the Bodyknowledging Program ( BKP ) and was organized in 7 sessions held over a period of 6 months and accomplished in groups or in individual formatPatients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
