CC15		We are thus exploring the option of using datasets such as CrossRef    Dimensions    OpenCitations   and Core   CORE : Three Access Levels to Underpin Open AccessOntologyBased Recommendation of Editorial Products	0
CC16		We are thus exploring the option of using datasets such as CrossRef    Dimensions    OpenCitations    and Core Setting our bibliographic references free : towards open citation dataOntologyBased Recommendation of Editorial Products	0
CC17		We assess the similarity of two semantic vectors using the cosine similarity    since this measure relies on the orientation but not the magnitude of the topic weights in the vector space allowing us to compare editorial products associated with a different number of chaptersTermweighting approaches in automatic text retrievalOntologyBased Recommendation of Editorial Products	0
CC18		We use the persistent identifiers for conferences and conference series introduced in the Linked Open Data Conference Portal   and recently migrated to SciGraph   Data integration and disintegration : Managing Springer Nature SciGraph with SHACL and OWLOntologyBased Recommendation of Editorial Products	0
CC19		We use the persistent identifiers for conferences and conference series introduced in the Linked Open Data Conference Portal    and recently migrated to SciGraph International Semantic Web ConferenceOntologyBased Recommendation of Editorial Products	0
CC20		This API supports a number of applications including Smart Book Recommender Smart Topic Miner   the TechnologyTopic Framework   a system that forecasts the propagation of technologies across research communities and the Pragmatic Ontology Evolution Framework    an approach to ontology evolution that is able to select new concepts on the basis of their contribution to specific computational tasksPragmatic Ontology Evolution : Reconciling User Requirements and Application PerformanceOntologyBased Recommendation of Editorial Products	0
CC21		  applied cards to create innovative ways to teach mathematics    and Arrasvuori   to support the design for playfulness both Golembewski and Selby   and Roubira   used cards as an inspiration tool to define and explore preliminary design ideas and Halskov and Dalsgrd   to explore how to apply technology to concepts from domain studiesIn Deng et alThe PLEX Cards and its techniques as sources of inspiration when designing for playfulness PDF Download AvailableCodesigning Cards on Social Issues for Creating Educational Games	0
CC22		Everyday sexism as a social issueEveryday sexism rests on the concept that sexism is either faced or reproduced on a daily basis but is rarely noticed   Barreto et al    and Swim Attention to Daily Encounters With Sexism as Way to Reduce Sexist BeliefsCodesigning Cards on Social Issues for Creating Educational Games	0
CC23		Adhering to Participatory Design principles      in order to transcribe diversified experiences and knowledge on the cards could be seen as an efficient approach to design such cardsUsing participatory approaches to design cards has been described as having the potential to enable more engaging and effective design experiences and results Chow et al Golembewski and Selby Halskov and Dalsgrd Heritage : Having a sayCodesigning Cards on Social Issues for Creating Educational Games	1
CC24		Following the process of reflection presented by     in the new version the first word of   questions were added as a visual promptLearning from experience through reflectionCodesigning Cards on Social Issues for Creating Educational Games	1
CC25		The lived experiences were extracted from a website called everydaysexismcom where people shared their experiences on everyday sexism     et al Semantic Map of Sexism : Topic Modelling of Everyday Sexism Project EntriesCodesigning Cards on Social Issues for Creating Educational Games	0
CC26		A study compared PLEX Cards which contain a definition and an informative illustration and DIXIT Cards which represent abstract illustrations and found similar results in terms of numbers of ideas generated     et al UnStructured Sources of Inspiration : Comparing the Effects of Gamelike Cards and Design Cards on Creativity in Codesign ProcessCodesigning Cards on Social Issues for Creating Educational Games	0
CC27		Identifying everyday sexism and its different forms empathising with other peoples experiences and reflecting on them are seen as possible ways to contribute to gender equality   Becker and Swim    et al Reducing the Endorsement of Sexism Using Experiential Learning : The Workshop Activity for Gender Equity Simulation WAGESCodesigning Cards on Social Issues for Creating Educational Games	0
CC28		Most of the participatory models to design educational games are founded on educational theories and game design see for example : Amory     et al Mapping learning and game mechanics for serious games analysisCodesigning Cards on Social Issues for Creating Educational Games	0
CC29		Yet it represents a challenge as best practices to codesign such games which require technical conceptual and educational skills still have to be defined   Carvalho et al     Is Participatory Design Associated with the Effectiveness of Serious Digital Games for Healthy Lifestyle Promotion ? A MetaAnalysisCodesigning Cards on Social Issues for Creating Educational Games	1
CC30		Some more recent models though have also included domain experts to define the learning content of the educational game    et al Using games to raise awareness : How to codesign serious minigames?Codesigning Cards on Social Issues for Creating Educational Games	1
CC31		Yet it represents a challenge as best practices to codesign such games which require technical conceptual and educational skills still have to be defined     et al DeSmet et al An activity theorybased model for serious games analysis and conceptual designCodesigning Cards on Social Issues for Creating Educational Games	1
CC32		Everyday sexism as a social issueEveryday sexism rests on the concept that sexism is either faced or reproduced on a daily basis but is rarely noticed     et al Becker and Swim The glass ceiling in the st century : Understanding barriers to gender equalityCodesigning Cards on Social Issues for Creating Educational Games	0
CC33		   used departmental hindex aggregation to predict REF rankingsPredicting results of the Research Excellence Framework using departmental hindexPeer review and citation data in predicting university rankings a largescale analysis	1
CC34		Furthermore the PRFS in Norway and Australia are both used for research evaluation but are not used for funding distribution   Performancebased university research funding systemsPeer review and citation data in predicting university rankings a largescale analysis	0
CC35		   recently completed an investigation that collected total citation counts from Google Scholar GS for the top   academics   from each UK institute and he found strong correlations with overall REF rankingsUsing Google Scholar institutional level data to evaluate the quality of university researchPeer review and citation data in predicting university rankings a largescale analysis	0
CC36		   finds only weak to moderate correlation with results from the New Zealand PRFS and a range of traditional journal rankingsEvaluating researchpeer review team assessment and journal based bibliographic measures : New Zealand PBRF research output scores in Peer review and citation data in predicting university rankings a largescale analysis	0
CC37		Contrary to Anderson     used citations from Google Scholar GS and correlated these against the results from the New Zealand PRFS in Benchmarking Google Scholar with the New Zealand PBRF research assessment exercisePeer review and citation data in predicting university rankings a largescale analysis	0
CC38		The rankings are of critical importance to the institutes as approximately   billion in QR funding from central government is distributed annually entirely on the basis of the REF results   Excellence Framework : Overview report by Main Panel A and Subpanels   to Peer review and citation data in predicting university rankings a largescale analysis	0
CC39		An ad hoc study by    also found a moderate to strong correlation between departmental research funding based on the results of the UKs Research Assessment and Evaluation RAE exercise conducted in   and departmental hindexAn alternative to REF?Peer review and citation data in predicting university rankings a largescale analysis	0
CC40		Additionally studies by    and    We systematically queried the MAG Evaluate API for each submission using a normalised version of the publications title lower case diacritics removedAn analysis of the microsoft academic graphPeer review and citation data in predicting university rankings a largescale analysis	0
CC41		DiscussionIt has been shown in     and that many bibliometric indicators show little correlation with peer review judgments at the article levelDo they agree ? Bibliometric evaluation versus informed peer review in the Italian research assessment exercisePeer review and citation data in predicting university rankings a largescale analysis	0
CC42		Several studies including The Metric Tide   The    Report   and the HEFCE pilot study   all state that metrics should be used as an additional component in research evaluation with peer review remaining as the central pillarBuilding on success and learning from experience : an independent review of the Research Excellence FrameworkPeer review and citation data in predicting university rankings a largescale analysis	0
CC43		Yet peer review has been shown by     and   amongst others to exhibit many forms of bias including institutional bias gender   age related bias and bias against interdisciplinary researchImpartial judgment by the gatekeepers of science : fallibility and accountability in the peer review processPeer review and citation data in predicting university rankings a largescale analysis	0
CC44		Yet peer review has been shown by     and   amongst others to exhibit many forms of bias including institutional bias gender   age related bias and bias against interdisciplinary researchBias in peer reviewPeer review and citation data in predicting university rankings a largescale analysis	0
CC45		Yet peer review has been shown by    and    amongst others to exhibit many forms of bias including institutional bias gender   age related bias and bias against interdisciplinary researchPeer review : a flawed process at the heart of science and journalsPeer review and citation data in predicting university rankings a largescale analysis	0
CC46		In an examination of one of the most critical forms of bias that of publication bias     noted that reviewers were much more likely to recommend papers demonstrating positive results over those that demonstrated null or negative resultsTesting for the presence of positiveoutcome bias in peer review : a randomized controlled trialPeer review and citation data in predicting university rankings a largescale analysis	0
CC47		   calculated a very similar figure of   papers per day based on an estimate before the data we now have was availableThe apparatus of research assessment is driven by the academic publishing industryPeer review and citation data in predicting university rankings a largescale analysis	0
CC48		    is equally disparaging in regards to the volume of papers each reviewer was required to read and also expresses significant doubts about the level of expertise within the review panels themselvesIn addition to the potential pitfalls in the current methodologies there is also the enormous cost to be consideredRank hypocrisies : The insult of the REFPeer review and citation data in predicting university rankings a largescale analysis	0
CC49		Additionally studies by   and     We systematically queried the MAG Evaluate API for each submission using a normalised version of the publications title lower case diacritics removedThe coverage of Microsoft Academic : Analyzing the publication output of a universityPeer review and citation data in predicting university rankings a largescale analysis	0
CC50		The NACP was formally recognized by the United States in   under the mantle of the nations overall climate change management strategy    The North American Carbon Program NACP Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC51		The State of the Carbon Cycle Report established that North America is a net source of CO   to the atmosphere due to fossilfuel emissions and that there are globally important carbon sinks whose future is highly uncertain     The First State of the Carbon Cycle Report SOCCR The North American Carbon Budget and Implications for the Global Carbon Cycle National Oceanic and Atmospheric AdministrationSocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC52		Understanding how humans both experience and influence the carbon cycle and climate change is critical to the interests of decision makers Bernabo    and Ingram   such as those who confer support upon the member agencies of the NACP through funding and other resourcesMaking science useful to decision makers climate forecasts water management and knowledge networks weatherSocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC53		Many studies have used the relationships between authors of a document to study broad domains such as physics    a and mathematics   Barabsi et al Scientific collaboration networks I Network construction and fundamental resultsSocial network and content analysis of the North American Carbon Program as a scientific community of practice	1
CC54		If all the nodes in the neighborhood of a scientistnode are connected to other scientistnodes of that neighborhood then the clustering coefficient of that neighborhood will be   if none of the other nodes in the neighborhood are connected to each other then the clustering coefficient will be zero     et al Basic notions for the analysis of large two mode networksSocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC55		For example modularity is the fraction of the connections within given groups minus the expected such fraction if connections were distributed at random    Modularity and community structure in networksSocial network and content analysis of the North American Carbon Program as a scientific community of practice	1
CC56		More recently studies have also employed narrower sampling approaches such as only including data from a specific journal Martin et al   or based on attendance records of participation for the active members of a community of business     et al Social networks of researchers in BB marketing a case study of the IMP Group   Social network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC57		But given enough connections isolated groups may converge into a single mass which encompasses the majority of nodes and in which everyone is potentially connected to everyone else by some path    bThe structure of scientific collaboration networksSocial network and content analysis of the North American Carbon Program as a scientific community of practice	1
CC58		Although scientific research does not have a simple causeandeffect relationship with improved societal outcomes some research has led to reduced exposure to extreme events improved forest management and effective policies to ensure agricultural sustainability     et al Enhancing climate resilience at NASA centers the Climate Adaptation Science Investigator workgroup CASI for science and stewardshipSocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC59		It is not clear from our analysis that such work is being done yet in the NACP    The use of seasonal climate forecasting in policymaking lessons from Ceara northern BrazilSocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC60		These investigations may also include the specific role humans play in the carbon cycle such as the impact of humangenerated emissions or the consequences of climate change to agriculture and food systems Berthelot et al Bradbear and Friel Dempewolf et al    et al Simultaneously mitigating near term climate change and improving human health and food securitySocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC61		Understanding how climate change may evolve over the coming decades requires significant investment in research about carbon and how it cycles through both living and nonliving states    Cycles of Life Civilization and the BiosphereSocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC62		For example one study explored the introduction of scientists who were previously unacquainted and from different research backgrounds using brief meetings during a conference     et al A network approach to mixing delegates at meetingsSocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC63		Network analysis is a research approach that prioritizes relationships between social units as opposed to focusing on attributes of the individual units themselves    and Faust Social Network Analysis Methods and ApplicationsSocial network and content analysis of the North American Carbon Program as a scientific community of practice	1
CC64		RankJournals Articles   of total institutionally coauthored if it has more than one author address suggesting that the authors come from various institutions departments or other kinds of units    and Persson Studying research collaboration using co authorshipsSocial network and content analysis of the North American Carbon Program as a scientific community of practice	1
CC65		For example previous studies have found that crossinstitutional collaboration supports the diffusion of innovations and new ideas within a field    and Darby Star scientists and institutional transformation patterns of invention and innovation in the formation of the biotechnology industrySocial network and content analysis of the North American Carbon Program as a scientific community of practice	1
CC66		These investigations may also include the specific role humans play in the carbon cycle such as the impact of humangenerated emissions or the consequences of climate change to agriculture and food systems Berthelot et al Bradbear and Friel    et al Shindell et al Adapting agriculture to climate change a global initiative to collect conserve and use crop wild relativesSocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC67		These investigations may also include the specific role humans play in the carbon cycle such as the impact of humangenerated emissions or the consequences of climate change to agriculture and food systems    et al Bradbear and Friel Dempewolf et al Shindell et al Global response of the terrestrial biosphere to CO and climate change using a coupled climate carbon cycle modelSocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC68		Understanding how humans both experience and influence the carbon cycle and climate change is critical to the interests of decision makers    Feldman and Ingram   such as those who confer support upon the member agencies of the NACP through funding and other resourcesCommunication among scientists decision makers and society developing policy relevant global climate change researchSocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC69		Scientists frequently study these biogeochemical cycles in the context of subsystems such as the terrestrial biosphere landbased living systems oceanic systems both organic and inorganic forms of carbon and the atmosphere     et al The global carbon cycle a test of our knowledge of earth as a systemSocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC70		Content analysis may be approached either inductively in a purely exploratory context or deductively when seeking to test known ideas or compare changes in content over time    and Kyngs The qualitative content analysis processSocial network and content analysis of the North American Carbon Program as a scientific community of practice	1
CC71		It is not clear from our analysis that such work is being done yet in the NACP     and Lemos Lemos et al Creating usable science opportunities and constraints for climate knowledge use and their implications for science policy Glob EnvironSocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC72		We have noted that the knowledge domain of the NACP is codified within the US Carbon Cycle Science Plan Michalak et al   the Science Implementation Strategy for the North American Carbon Program of     and similar supporting documentsImplementation Strategy for the North American Carbon Program Report of the NACP Implementation Strategy Group of the U S Carbon Cycle Interagency Working GroupSocial network and content analysis of the North American Carbon Program as a scientific community of practice	1
CC73		Many studies have used the relationships between authors of a document to study broad domains such as physics Newman a and mathematics     et al Evolution of the social network of scientific collaborationsSocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC74		Content analysis of publications and projectsScientometric mapping and analysis using bibliographic data is a wellestablished methodology for which a variety of approaches techniques and automated tools have been developed    et al Science mapping software tools review analysis and cooperative study among toolsSocial network and content analysis of the North American Carbon Program as a scientific community of practice	1
CC75		Existing research has demonstrated that analysis of abstracts and titles in bibliographic data can yield insight into the knowledge domains represented within the dataset    CiteSpace II detecting and visualizing emerging trends and transient patterns in scientific literatureSocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC76		Previous research has shown that just because research is policy relevant does not mean that policy makers will use it    et al Scale and cross scale dynamics governance and information in a multilevel worldSocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC77		These investigations may also include the specific role humans play in the carbon cycle such as the impact of humangenerated emissions or the consequences of climate change to agriculture and food systems Berthelot et al    and Friel Dempewolf et al Shindell et al Integrating climate change food prices and population healthSocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC78		In   The US North American Carbon Program NACP sponsored its first allscientist meeting to review progress in understanding the dynamics of the carbon cycle of North America and adjacent oceans and to chart a course for improved integration across scientific disciplines scales and Earth system boundaries     et al Investigators share improved understanding of the North American Carbon CycleSocial network and content analysis of the North American Carbon Program as a scientific community of practice	0
CC79		Survival rates of patients with pancreatic cancer have improved only marginally during the last   years with a year survival rate of only     Cancer statisticsNeoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
CC80		The patients in this trial were treated with Dconformal plans which have recently been shown to be equally effective and not significantly more toxic as IMRT plans in the neoadjuvant setting   Intensity modulated radiotherapy as neoadjuvant chemoradiation for the treatment of patients with locally advanced pancreatic cancer Outcome analysis and comparison with a D treated patient cohortNeoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
CC81		Perioperative complications were graded by   s classification Classification of surgical complications a new proposal with evaluation in a cohort of   patients and results of a surveyNeoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	1
CC82		Acute toxicity and adverse effects were reported using the NCI common toxicity criteria v and RTOGEORTC recommendations for classifying late toxic effects of radiotherapy   Toxicity criteria of the Radiation Therapy Oncology Group RTOG and the European Organization for Research and Treatment of Cancer EORTC Neoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
CC83		Assessment and followup Resection specimens were graded and classified according to the sixth UICC TNM system   TNM classification of malignant tumours th ednNeoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	1
CC84		Threedimensional treatment planning was mandatory for radiotherapy at   Gy to   Gy tumor or   Gy regional lymph nodes planning target volume PTV    ml   Comparison of four target volume definitions for pancreatic cancer Guidelines for treatment of the lymphatics and the primary tumorNeoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	1
CC85		Additionally consequent supportive therapy may explain the improved tolerability of treatment in this trial compared to others avoiding loss of weight which was described to be a negative prognostic factor after neoadjuvant chemoradiotherapy   Outcome after neoadjuvant chemoradiation and correlation with nutritional status in patients with locally advanced pancreatic cancerNeoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
CC86		Hematologic toxicity of gemcitabinebased CRT is directly related to radiotherapy volume and therefore volumes were strictly limited    Combining gemcitabine with radiation in pancreatic cancer understanding important variables influencing the therapeutic indexNeoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
CC87		Therefore higher R resection rates after neoadjuvant treatment are expected to have an impact on survival   Tumor infiltration in the medial resection margin predicts survival after pancreaticoduodenectomy for pancreatic ductal adenocarcinomaNeoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
CC88		Therefore higher R resection rates after neoadjuvant treatment are expected to have an impact on survival   Impact of margin status on survival following pancreatoduodenectomy for cancer the Leeds Pathology Protocol LEEPP Neoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
CC89		This progress was due to standardizing surgical therapy   worldwide and by the implementation of multimodal therapy   Rectal cancer ESMO Clinical Practice guidelines for diagnosis treatment and follow upNeoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
CC90		This progress was due to standardizing surgical therapy    worldwide and by the implementation of multimodal therapy Rectal cancer the Basingstoke experience of total mesorectal excisionNeoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
CC91		The closest possible comparison of this trial is with adjuvant treatment especially with the CONKO trial conducted in the same population and with an observation arm   Adjuvant chemotherapy with gemcitabine and long term outcomes among patients with resected pancreatic cancer the CONKO   randomized trialNeoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	1
CC92		MittagLeffler   Bianco et al a scaling with stretched exponential relaxation   exp t   at microscopic scales t lt   and asymptotical convergence to an inverse power law   t    for t    lt   lt    Novikov et al LinkenkaerHansen et al Gong et al Freeman et al Stam and de Bruin    et al van de Ville et al Freyer et al Feedback modulates the temporal scale free dynamics of brain electrical activity in a hypothesis testing taskTime scales in cognitive neuroscience	1
CC93		MittagLeffler     et al a scaling with stretched exponential relaxation   exp t   at microscopic scales t lt   and asymptotical convergence to an inverse power law   t    for t    lt   lt    Novikov et al LinkenkaerHansen et al Gong et al Freeman et al Stam and de Bruin Buiatti et al van de Ville et al Freyer et al Brain music and non Poisson renewal processesTime scales in cognitive neuroscience	1
CC94		The breakdown of scale invariance Ciuciu et al    et al   is tantamount to velocity changesOne possible way to represent this is to assume that brain dynamics makes steps between given locations of its phase space in which it dwells for a certain time and that times between two consecutive steps are characterized by a given waitingtime distribution WTDModulation of scale free properties of brain activity in MEGTime scales in cognitive neuroscience	1
CC95		Spatial extension introduces not only dynamical heterogeneity ie a spatial distribution of time scales but also time scales emerging from cooperative or competitive phenomena which typically display regimes and unfold at scales different from those of spatially local components     et al bAllegrini et al A fluctuating environment as a source of periodic modulationTime scales in cognitive neuroscience	1
CC96		Suitably modified versions of the FDT also hold for outofequilibrium systems   Cugliandolo et al    and Ritort Pottier and Mauger Allegrini et al Aquino et al On the other hand the FDT allows conceptualizing cognitive processes as fields acting upon brain activity Papo   whose response and associated time scales can be studied using response theory Kubo Violation of the fluctuationdissipation theorem in glassy systems basic notions and the numerical evidenceTime scales in cognitive neuroscience	1
CC97		The breakdown of scale invariance    et al Zilber et al   is tantamount to velocity changesOne possible way to represent this is to assume that brain dynamics makes steps between given locations of its phase space in which it dwells for a certain time and that times between two consecutive steps are characterized by a given waitingtime distribution WTDLog wavelet leaders cumulant based multifractal analysis of EVI fMRI time series evidence of scaling in ongoing and evoked brain activityTime scales in cognitive neuroscience	1
CC98		This is a consequence of the fluctuationdissipation theorem FDT which establishes a general relationship between the equilibrium internal autocorrelation Ct of fluctuations of some observable of the system in the absence of the disturbance and the nonequilibrium response Rt of a system to small external perturbations    The fluctuationdissipation theoremTime scales in cognitive neuroscience	1
CC99		MittagLeffler   Bianco et al a scaling with stretched exponential relaxation   exp t   at microscopic scales t lt   and asymptotical convergence to an inverse power law   t    for t    lt   lt    Novikov et al LinkenkaerHansen et al Gong et al Freeman et al Stam and de Bruin Buiatti et al van de Ville et al    et al A canonical model of multistability and scaleinvariance in biological systemsTime scales in cognitive neuroscience	1
CC100		Research DesignThe research design was based on Pattons   description of qualitative process evaluation and guidelines for the evaluation of complex interventions   Developing and Evaluating Complex Interventions The New Medical Research Council GuidancePatients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	1
CC101		The theory asserts that individuals with chronic illness have bodily knowledge that constitutes an important resource for coping and health and that patients bodily knowledge is developed through a dynamic nonlinear process of learning and healthrelated change in interaction with the environment   Utilizing Bodily Knowledge in Patients with Chronic Illness in the Promotion of Their Health A Grounded Theory StudyPatients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
CC102		Two of the few examples of interventions that are practiced more broadly are the Chronic Disease SelfManagement Education CDSME developed by Lorig and colleagues in the USA   and the Vitality Training Program VTP developed by     in NorwayThe Body Has a History An Educational Intervention Program for People with Generalized Chronic Musculoskeletal PainPatients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	1
CC103		Theoretical inspiration for the intervention was also drawn from Antonovskys   theory on health as a dynamic continuum and   s   phenomenological theory of the body as a foundation for knowledge and existenceThe new intervention was named the Bodyknowledging Program BKP and was organized in   sessions held over a period of   months and accomplished in groups or in individual formatThe Phenomenology of PerceptionPatients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
CC104		Theoretical inspiration for the intervention was also drawn from   s   theory on health as a dynamic continuum and MerleauPontys   phenomenological theory of the body as a foundation for knowledge and existenceThe new intervention was named the Bodyknowledging Program BKP and was organized in   sessions held over a period of   months and accomplished in groups or in individual formatUnraveling the Mystery of Health How People Manage Stress and Stay WellPatients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
CC105		IntroductionWith the prevalence of chronic illness rising worldwide there is a need to engage patients in health promotion work in order to prevent further deterioration to strengthen their health and their capacity to participate in society     Europeans of Retirement Age Chronic Disease and Economic ActivityPatients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
CC106		Overview of the Bodyknowledging Program BKPThe intervention was based on Bodyknowledging theory     Kroppskunnskaping Pasienten som ekspert i helsefremmende prosesser BodyknowledgingPatients as Expert in Health Promotion ProcessesPatients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
CC107		Overview of the Bodyknowledging Program BKPThe intervention was based on Bodyknowledging theory     Kroppskunnskaping En grunnleggende prosess for mestring ved kronisk sykdom Bodyknowledging A Basic Process of Coping with Chronic IllnessPatients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
CC108		However a longitudinal randomized trial of stroke survivors who accomplished CDSME showed that the intervention did not appear to impact selfefficacy and failed to influence outcomes such as mood or social outcomes   Recovery Following Stroke The Role of Self Management EducationPatients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
CC109		Improved health behavior and health status were also reported in a group of patients with serious mental illness   Effectiveness of the Chronic Disease Self Management Program for Persons with a Serious Mental Illness A Translation StudyPatients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
CC110		Research findings showed that the layled CDSME program resulted in improved health status and reduced health care costs among patients suffering from arthritis     Evidence Suggesting That a Chronic Disease Self Management Program Can Improve Health Status While Reducing Hospitalization A Randomized TrialPatients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
